"employee_id","company_id","dept","seniority","salary","join_date","quit_date"
14627,10,"customer_service",25,97000,2015-02-17,NA
7850,2,"customer_service",15,123000,2015-08-03,NA
11173,6,"design",24,130000,2011-10-03,2012-09-28
19125,3,"customer_service",14,68000,2011-09-26,2012-08-29
20567,4,"engineer",16,245000,2014-04-14,2015-05-01
3208,3,"customer_service",13,63000,2012-11-05,NA
12776,4,"design",18,165000,2013-04-08,2014-02-13
15544,1,"customer_service",27,123000,2011-10-03,2014-11-21
21032,2,"data_science",6,203000,2015-01-26,NA
13105,2,"sales",28,206000,2014-02-12,NA
19612,9,"engineer",5,156000,2015-08-31,NA
4017,1,"design",18,216000,2011-08-01,2014-09-02
19698,1,"data_science",22,304000,2015-10-07,NA
4607,4,"customer_service",7,67000,2013-09-16,2014-08-20
18815,7,"customer_service",22,94000,2015-01-20,NA
15025,1,"data_science",28,284000,2014-02-03,NA
10497,1,"customer_service",17,132000,2012-12-17,2014-01-24
367,1,"customer_service",20,122000,2015-08-03,NA
16554,3,"customer_service",24,101000,2013-02-06,NA
19792,1,"customer_service",6,74000,2014-05-05,NA
15614,1,"engineer",15,299000,2014-10-27,NA
7118,1,"marketing",17,227000,2013-01-10,2013-12-27
17243,4,"customer_service",7,74000,2014-12-15,NA
15393,1,"data_science",22,303000,2014-11-03,2015-10-23
256,1,"customer_service",16,131000,2013-01-22,2015-02-13
7925,10,"engineer",15,216000,2013-12-30,2015-10-23
4297,8,"engineer",12,132000,2012-10-23,2013-12-06
23622,3,"engineer",8,154000,2014-04-14,NA
1665,2,"engineer",6,215000,2011-12-12,2015-04-10
3800,1,"customer_service",15,115000,2015-06-02,NA
4739,1,"marketing",9,108000,2013-05-30,NA
21940,1,"data_science",14,186000,2012-07-24,NA
1240,3,"design",22,158000,2014-09-10,NA
252,6,"design",6,115000,2015-09-28,NA
7388,1,"marketing",2,49000,2012-02-27,2014-05-16
8377,2,"data_science",12,198000,2013-06-24,NA
20303,2,"engineer",2,79000,2014-07-24,NA
4240,9,"data_science",5,179000,2014-03-10,NA
9040,3,"engineer",21,274000,2013-12-30,NA
6646,6,"customer_service",13,73000,2014-06-09,NA
12125,5,"design",21,158000,2012-02-13,2015-10-09
19037,1,"data_science",25,319000,2012-11-07,2015-11-04
6053,1,"customer_service",16,118000,2011-08-29,2014-04-25
14464,6,"customer_service",13,64000,2013-07-17,2014-08-08
1101,4,"sales",9,96000,2015-10-05,NA
3087,3,"sales",10,98000,2012-07-11,2015-03-27
460,10,"customer_service",13,71000,2015-05-18,NA
22986,7,"data_science",1,64000,2011-03-22,2012-04-13
893,3,"customer_service",8,61000,2012-01-17,2013-11-08
9123,1,"engineer",10,201000,2011-11-28,2015-04-10
21416,2,"data_science",16,308000,2014-05-05,NA
8723,4,"customer_service",2,27000,2011-01-24,2012-02-17
21663,1,"data_science",12,242000,2012-01-03,2012-11-30
11724,5,"customer_service",23,98000,2011-10-17,2012-10-26
24140,2,"sales",7,137000,2011-02-14,2012-02-10
15844,1,"sales",24,176000,2012-07-19,2013-06-14
15262,10,"marketing",16,184000,2015-01-21,NA
8648,1,"sales",12,127000,2012-11-12,2013-12-20
6423,3,"sales",12,103000,2012-10-08,2014-10-24
20419,1,"customer_service",18,111000,2015-02-23,NA
22525,1,"customer_service",15,113000,2012-11-12,NA
15922,4,"sales",13,88000,2011-08-08,2012-08-17
2561,2,"customer_service",22,128000,2015-11-30,NA
12541,6,"data_science",21,213000,2013-09-23,2014-09-26
13711,3,"customer_service",24,107000,2013-04-15,2014-05-23
18447,1,"customer_service",25,131000,2014-02-24,NA
5483,6,"marketing",16,191000,2011-09-19,2015-09-11
14336,2,"engineer",29,317000,2012-05-14,2015-10-30
21319,9,"customer_service",23,76000,2015-03-09,NA
10376,2,"engineer",14,220000,2015-05-18,NA
22962,1,"customer_service",23,119000,2011-04-04,2015-09-18
11386,1,"customer_service",22,137000,2013-11-04,2014-12-19
20661,4,"engineer",8,150000,2014-12-22,NA
2179,6,"customer_service",27,95000,2012-10-01,2013-11-08
7929,2,"data_science",2,87000,2011-08-22,2013-05-17
9848,1,"marketing",3,51000,2014-03-31,NA
22638,5,"customer_service",1,26000,2013-12-16,2014-10-17
15003,2,"customer_service",8,93000,2015-05-18,NA
6867,1,"engineer",14,187000,2015-02-02,NA
3615,1,"customer_service",3,30000,2015-04-20,NA
12444,3,"sales",2,44000,2012-07-02,2013-06-21
13509,7,"engineer",5,155000,2015-11-10,NA
8975,1,"data_science",19,287000,2011-04-05,2012-06-13
19211,10,"customer_service",18,90000,2011-09-12,2012-09-14
6825,1,"data_science",28,326000,2012-08-20,2015-07-10
16191,1,"marketing",27,2e+05,2012-12-31,2015-01-12
21950,1,"sales",1,56000,2014-03-31,2015-02-06
8901,4,"marketing",11,124000,2015-09-21,NA
4700,2,"engineer",7,209000,2011-06-20,2014-11-07
21487,1,"engineer",1,77000,2011-11-15,2014-07-25
18690,5,"design",6,94000,2011-09-26,2015-06-04
19763,4,"sales",19,166000,2014-03-03,2015-03-20
20796,2,"customer_service",20,125000,2011-08-08,2012-06-22
5393,2,"sales",1,45000,2015-10-26,NA
21768,8,"engineer",27,274000,2013-03-11,NA
17674,1,"engineer",15,304000,2014-05-19,NA
19978,7,"data_science",16,219000,2012-11-19,2015-01-12
20421,8,"customer_service",29,98000,2014-09-08,2015-07-31
10260,3,"customer_service",6,62000,2011-04-21,2014-08-29
22966,3,"data_science",17,281000,2011-01-26,2012-01-27
15808,1,"customer_service",1,26000,2012-04-23,NA
754,1,"customer_service",10,70000,2013-09-09,2014-08-08
2732,9,"engineer",9,162000,2011-03-21,2014-02-28
19432,1,"data_science",21,319000,2015-12-07,NA
15427,1,"marketing",23,236000,2011-12-27,2015-01-02
20160,6,"data_science",20,273000,2013-11-18,NA
8003,1,"marketing",26,189000,2013-06-24,2015-07-10
2390,6,"data_science",6,167000,2011-10-31,2012-11-09
4131,1,"customer_service",17,119000,2015-05-26,NA
4302,8,"customer_service",26,105000,2015-06-08,NA
6879,1,"data_science",16,319000,2011-03-14,2012-01-27
19201,9,"customer_service",10,51000,2014-04-08,NA
10937,1,"data_science",19,343000,2013-06-24,NA
13241,2,"customer_service",11,77000,2011-09-26,2013-05-24
1368,1,"customer_service",5,81000,2013-06-24,2014-05-30
3096,4,"engineer",11,185000,2011-11-07,2012-12-28
20784,2,"sales",25,202000,2013-09-09,2014-10-09
5966,7,"data_science",26,221000,2014-07-21,2015-09-04
17125,1,"customer_service",7,73000,2011-06-13,2014-03-21
17204,6,"design",29,167000,2015-10-05,NA
339,1,"customer_service",20,126000,2011-10-10,2013-01-18
12985,3,"marketing",4,42000,2012-02-21,2015-09-04
8134,2,"engineer",13,199000,2011-03-21,2014-08-01
20051,1,"engineer",26,277000,2012-06-25,NA
18868,5,"marketing",4,34000,2013-12-16,NA
20003,4,"engineer",12,163000,2011-08-24,2014-08-22
9167,1,"customer_service",13,76000,2011-06-13,2015-01-30
6722,5,"data_science",23,218000,2013-10-01,2014-11-28
19825,2,"data_science",2,71000,2013-07-08,NA
23884,1,"customer_service",17,113000,2013-11-18,NA
14896,3,"engineer",16,239000,2015-11-30,NA
7842,2,"customer_service",23,125000,2014-12-22,NA
8249,7,"marketing",9,119000,2012-08-27,2014-04-21
23612,4,"customer_service",22,97000,2014-03-24,NA
2130,2,"customer_service",22,134000,2015-10-26,NA
24223,3,"marketing",13,83000,2012-03-05,2014-02-14
15268,3,"sales",22,160000,2015-01-07,NA
2342,2,"customer_service",19,121000,2015-10-12,NA
13431,9,"customer_service",1,24000,2012-04-23,2014-04-25
11407,9,"marketing",14,117000,2013-05-13,NA
956,1,"customer_service",17,110000,2013-04-15,2015-06-12
20139,4,"customer_service",17,91000,2015-04-20,NA
353,8,"engineer",13,191000,2014-01-06,NA
4478,7,"marketing",16,202000,2014-02-24,2015-02-13
21347,2,"sales",19,201000,2013-12-09,2014-11-28
1171,9,"sales",28,178000,2015-01-26,NA
18733,4,"customer_service",18,90000,2012-04-23,2013-04-05
10593,11,"engineer",26,203000,2013-09-12,2014-07-18
6069,1,"sales",5,157000,2012-06-07,2013-06-28
12774,2,"customer_service",17,117000,2014-06-23,NA
8000,5,"engineer",10,159000,2013-04-15,2014-05-02
13873,4,"customer_service",9,73000,2013-09-09,2014-09-26
24515,9,"customer_service",12,64000,2015-09-14,NA
17760,1,"sales",3,54000,2013-11-26,NA
4568,1,"marketing",11,126000,2012-09-17,NA
15020,3,"engineer",8,159000,2013-11-18,2015-01-23
24314,1,"design",29,156000,2015-11-25,NA
10179,1,"customer_service",18,126000,2013-04-15,2014-05-23
8824,6,"sales",19,167000,2011-10-10,2012-09-28
16996,2,"customer_service",28,117000,2011-03-28,2012-02-24
950,4,"marketing",5,114000,2013-07-18,2014-07-08
20222,5,"design",18,136000,2013-06-03,2014-06-20
20371,4,"engineer",8,174000,2013-07-01,2014-06-13
10273,1,"customer_service",24,141000,2011-08-29,2013-04-26
19564,1,"design",23,172000,2012-10-15,2013-09-19
18027,4,"customer_service",7,61000,2015-02-09,NA
5158,6,"customer_service",8,72000,2013-07-15,2015-07-17
16949,4,"marketing",19,172000,2012-09-19,2014-09-26
497,5,"marketing",13,84000,2014-02-18,NA
13788,1,"engineer",6,147000,2013-06-10,2014-07-11
11630,1,"engineer",11,213000,2015-08-10,NA
6016,1,"customer_service",12,81000,2014-10-06,NA
10211,1,"customer_service",26,128000,2014-12-30,NA
3403,1,"sales",28,198000,2014-09-02,NA
1898,3,"sales",20,190000,2013-02-04,2013-12-13
7821,1,"engineer",4,90000,2013-09-16,NA
19504,8,"data_science",19,246000,2013-09-16,2014-09-05
19941,3,"marketing",17,177000,2011-12-19,2013-02-01
13042,2,"marketing",10,109000,2011-08-08,2015-10-22
15463,3,"marketing",28,167000,2013-09-30,2015-10-16
16133,1,"sales",20,198000,2012-03-14,2013-04-19
4245,2,"customer_service",14,69000,2011-08-29,2012-08-24
1988,3,"customer_service",7,73000,2013-04-15,2014-12-19
11428,8,"sales",17,152000,2012-03-12,2014-02-28
19340,3,"sales",8,97000,2015-03-09,NA
23405,1,"engineer",26,304000,2015-11-05,NA
21470,1,"customer_service",22,1e+05,2013-04-08,NA
1684,9,"customer_service",1,20000,2011-05-02,2012-05-16
12465,3,"engineer",3,67000,2013-10-14,2014-10-10
12322,3,"customer_service",21,93000,2015-05-04,NA
9230,3,"sales",15,162000,2012-04-02,2013-03-01
2353,1,"engineer",9,151000,2012-12-10,2014-01-10
10847,9,"marketing",5,109000,2015-12-07,NA
11506,3,"engineer",21,271000,2015-08-31,NA
24313,1,"data_science",12,196000,2013-02-12,NA
10012,9,"customer_service",10,64000,2014-12-01,NA
15184,3,"data_science",5,160000,2011-03-28,2012-03-30
8116,2,"customer_service",9,86000,2013-04-29,2014-05-02
12176,5,"engineer",27,184000,2011-06-20,2013-11-01
20619,5,"customer_service",19,87000,2012-09-17,2013-09-27
4927,10,"data_science",20,229000,2014-03-03,2015-01-02
4650,5,"sales",4,30000,2014-10-08,NA
13534,6,"marketing",20,167000,2015-12-07,NA
22127,1,"customer_service",2,32000,2014-05-05,NA
14865,1,"customer_service",14,79000,2014-03-10,NA
10011,1,"customer_service",2,32000,2015-06-22,NA
23981,5,"design",4,43000,2014-06-04,2015-06-26
4667,2,"engineer",9,193000,2013-02-19,2013-12-06
20467,6,"customer_service",9,63000,2015-11-30,NA
20089,1,"data_science",25,306000,2012-03-19,2013-06-06
16523,8,"sales",15,145000,2014-04-07,NA
6822,10,"customer_service",18,92000,2013-03-25,2015-03-20
5435,4,"sales",3,44000,2015-08-10,NA
4656,1,"marketing",8,136000,2011-04-11,2013-04-26
22885,3,"sales",26,128000,2013-03-19,2014-03-21
4940,3,"engineer",24,264000,2015-10-13,NA
15534,3,"customer_service",17,107000,2011-05-23,2014-01-31
1418,2,"customer_service",13,72000,2015-06-01,NA
7451,2,"sales",9,120000,2014-07-21,NA
22792,1,"engineer",23,310000,2011-05-17,2012-05-18
19898,1,"design",4,41000,2011-05-18,2014-05-09
5853,4,"customer_service",28,92000,2013-12-02,NA
5239,1,"customer_service",16,135000,2012-12-18,2014-12-26
12812,6,"data_science",17,292000,2014-05-27,NA
9207,10,"customer_service",8,67000,2012-03-01,2014-01-17
4512,6,"marketing",11,108000,2014-08-18,2015-08-21
10261,1,"customer_service",18,119000,2013-06-10,2014-08-01
22177,4,"data_science",6,168000,2012-08-27,NA
23106,2,"marketing",13,148000,2015-11-11,NA
22529,3,"sales",9,97000,2011-05-02,2015-02-06
11090,10,"sales",23,150000,2013-05-07,NA
22993,1,"design",19,220000,2012-03-05,2013-06-14
17510,2,"marketing",2,40000,2015-08-10,NA
23498,2,"customer_service",15,126000,2012-01-17,2013-01-18
3808,7,"sales",27,152000,2015-11-25,NA
11749,6,"data_science",24,226000,2014-05-05,NA
15599,2,"sales",3,49000,2011-05-09,2015-05-29
620,1,"customer_service",18,133000,2015-08-31,NA
18953,9,"data_science",19,243000,2014-05-05,NA
3086,8,"customer_service",17,88000,2015-04-13,NA
20017,4,"customer_service",29,82000,2012-10-08,NA
14133,2,"customer_service",19,119000,2014-12-22,2015-10-09
1004,3,"customer_service",1,24000,2013-05-13,NA
3869,1,"customer_service",5,78000,2013-08-12,NA
561,1,"design",15,212000,2012-10-10,2015-02-20
9579,4,"customer_service",10,56000,2011-04-04,2012-04-20
5638,9,"marketing",15,130000,2014-12-10,NA
17402,2,"customer_service",26,133000,2014-08-25,NA
17855,3,"engineer",5,185000,2013-12-05,2014-12-05
19960,1,"customer_service",16,104000,2013-06-17,2015-02-13
13224,1,"marketing",13,140000,2013-08-26,NA
19631,4,"customer_service",5,54000,2013-12-02,2014-11-14
10879,1,"customer_service",7,75000,2011-10-17,2014-09-26
2045,8,"customer_service",1,21000,2015-10-05,NA
12922,2,"marketing",10,122000,2015-07-06,NA
11833,1,"customer_service",17,109000,2015-07-02,NA
6468,7,"customer_service",19,96000,2012-07-23,2013-10-11
11316,3,"customer_service",15,89000,2011-03-28,2015-04-24
16296,7,"marketing",14,113000,2014-12-08,NA
23193,1,"customer_service",10,91000,2012-10-29,2013-10-11
15470,1,"data_science",3,74000,2014-09-22,2015-11-20
20140,3,"customer_service",15,71000,2014-02-03,NA
20600,1,"customer_service",8,74000,2015-10-26,NA
13526,1,"design",8,127000,2015-03-16,NA
5795,5,"marketing",10,101000,2012-07-09,2014-03-28
10993,2,"data_science",17,322000,2012-02-29,NA
7631,2,"data_science",18,304000,2014-08-25,NA
17875,1,"customer_service",20,126000,2015-10-19,NA
11511,1,"sales",16,233000,2015-07-13,NA
12294,5,"engineer",29,217000,2013-03-18,2015-01-02
19718,3,"engineer",1,54000,2012-12-10,NA
21403,9,"data_science",11,191000,2015-06-01,NA
10049,1,"marketing",14,141000,2014-11-24,NA
87,7,"sales",17,153000,2015-06-29,NA
14565,2,"engineer",9,170000,2013-05-28,2014-06-13
20834,1,"customer_service",12,78000,2013-05-06,2015-07-31
16240,9,"customer_service",20,101000,2014-04-07,2015-04-17
14856,10,"customer_service",25,98000,2013-07-10,2014-06-20
17218,2,"marketing",3,51000,2014-09-15,NA
12986,3,"sales",4,45000,2012-12-31,2014-02-28
922,1,"marketing",4,59000,2015-05-26,NA
12353,1,"engineer",19,304000,2015-05-13,NA
9716,5,"engineer",14,173000,2013-02-25,2014-03-14
11088,3,"customer_service",15,102000,2015-08-10,NA
2367,4,"customer_service",4,28000,2015-06-22,NA
11862,9,"engineer",1,65000,2012-12-03,2013-11-22
16196,1,"data_science",15,297000,2015-08-10,NA
17228,5,"marketing",8,115000,2011-03-22,2012-05-25
24648,11,"engineer",18,177000,2013-02-05,2014-02-21
6659,1,"engineer",2,70000,2011-03-29,2015-05-08
3184,2,"customer_service",18,128000,2011-10-19,2013-10-25
9868,5,"customer_service",25,91000,2011-08-01,2013-04-12
12912,2,"data_science",17,254000,2011-12-19,NA
17832,1,"design",23,141000,2015-05-04,NA
3508,2,"marketing",29,205000,2014-08-27,NA
18638,5,"customer_service",15,101000,2012-02-21,2015-09-25
19901,1,"design",16,226000,2013-04-15,NA
17801,2,"data_science",2,82000,2012-11-19,2015-03-06
3350,1,"customer_service",9,83000,2015-07-14,NA
21641,3,"marketing",26,147000,2014-04-21,2015-03-20
10073,3,"customer_service",9,70000,2012-01-30,2013-04-01
13547,1,"customer_service",19,92000,2011-07-11,2012-08-03
3299,1,"engineer",16,271000,2013-12-16,2014-12-26
23687,10,"design",16,169000,2013-09-23,2014-10-31
3726,1,"sales",8,131000,2015-04-13,NA
21983,1,"customer_service",6,84000,2015-01-12,NA
3367,4,"marketing",4,46000,2013-07-22,NA
6261,8,"marketing",8,106000,2012-06-04,2015-05-29
16749,2,"customer_service",17,111000,2015-08-24,NA
982,9,"sales",26,165000,2015-09-08,NA
12293,1,"sales",20,198000,2015-03-31,NA
19683,1,"customer_service",19,108000,2011-01-24,2012-02-24
1960,1,"engineer",2,79000,2014-06-02,NA
5268,1,"marketing",29,196000,2013-12-23,NA
23266,1,"customer_service",11,94000,2011-05-11,2013-06-14
15328,4,"data_science",11,148000,2014-07-08,2015-08-14
566,2,"design",13,132000,2014-07-07,NA
11806,3,"engineer",20,242000,2015-01-12,NA
17881,1,"engineer",9,2e+05,2015-08-17,NA
11625,9,"data_science",4,66000,2014-08-11,2015-07-07
21272,1,"customer_service",6,82000,2015-04-27,NA
6098,3,"customer_service",18,119000,2012-07-02,2014-03-28
372,6,"engineer",18,210000,2015-02-23,NA
22459,10,"engineer",26,273000,2013-03-14,2014-05-02
9413,2,"customer_service",28,131000,2014-11-24,2015-08-07
7159,5,"customer_service",8,69000,2011-04-11,2012-03-02
10506,1,"customer_service",10,77000,2012-08-29,NA
24330,1,"customer_service",7,78000,2015-11-09,NA
19917,8,"marketing",29,142000,2011-09-07,2012-09-07
22685,9,"customer_service",20,111000,2015-08-03,NA
13823,2,"customer_service",22,107000,2015-05-19,NA
18693,1,"customer_service",10,64000,2014-06-23,2015-07-24
14733,4,"customer_service",15,95000,2012-02-01,2013-01-18
22485,2,"sales",19,193000,2012-04-30,2015-02-13
22047,1,"engineer",27,242000,2013-07-08,2014-07-25
13328,3,"customer_service",26,92000,2015-07-15,NA
13821,1,"data_science",4,73000,2012-05-29,NA
15017,10,"data_science",25,244000,2011-12-19,2013-12-20
6367,2,"sales",6,121000,2014-12-10,NA
4223,6,"customer_service",21,97000,2015-07-06,NA
7112,4,"marketing",4,31000,2014-11-17,2015-11-27
7975,1,"data_science",5,180000,2013-10-22,NA
5249,1,"customer_service",24,104000,2014-02-24,NA
9103,2,"marketing",20,213000,2015-03-30,NA
9914,2,"customer_service",27,110000,2011-06-06,2012-01-03
20839,1,"customer_service",17,102000,2013-02-19,2014-03-21
1092,2,"customer_service",1,27000,2015-07-13,NA
7365,1,"customer_service",7,70000,2014-08-18,2015-10-02
9172,4,"customer_service",7,76000,2012-02-06,2015-01-02
767,1,"data_science",19,302000,2011-06-21,NA
20951,8,"data_science",4,54000,2015-07-27,NA
11243,1,"customer_service",12,78000,2011-08-01,2015-05-15
4439,3,"marketing",16,122000,2015-06-08,NA
4408,1,"engineer",27,315000,2011-05-11,2015-05-15
24497,1,"customer_service",14,78000,2013-10-28,2014-10-24
20211,3,"design",14,1e+05,2011-10-17,2014-12-19
11676,4,"customer_service",15,108000,2011-06-13,2012-06-29
17068,10,"sales",14,133000,2015-02-02,NA
9184,1,"customer_service",13,89000,2015-11-09,NA
2077,3,"marketing",23,137000,2013-10-16,2014-10-24
11039,5,"customer_service",2,20000,2012-05-14,2014-02-28
12606,3,"customer_service",3,20000,2015-03-02,NA
22516,6,"customer_service",28,92000,2015-05-11,NA
5968,5,"design",23,160000,2011-02-10,2013-08-06
17354,1,"customer_service",2,27000,2013-04-29,2015-04-10
20287,2,"marketing",5,136000,2014-10-27,NA
22379,9,"engineer",26,229000,2011-10-03,2015-02-20
7499,2,"customer_service",25,121000,2012-04-23,2013-04-26
22870,5,"data_science",24,233000,2013-01-24,2014-12-19
24373,2,"data_science",27,310000,2013-09-11,2014-09-26
24025,1,"engineer",26,344000,2012-05-22,NA
21687,8,"sales",1,40000,2013-02-25,2014-01-27
2106,2,"marketing",12,128000,2015-10-19,NA
24278,6,"engineer",22,236000,2014-10-20,NA
22120,2,"data_science",27,337000,2012-11-19,NA
8143,2,"engineer",14,183000,2015-09-08,NA
19985,7,"engineer",20,224000,2012-07-02,2013-05-24
8607,7,"sales",12,112000,2011-05-02,2012-03-02
23522,3,"data_science",4,53000,2011-08-15,2012-09-28
17418,1,"engineer",20,277000,2012-07-30,2015-10-23
18378,6,"customer_service",21,105000,2011-12-19,2014-03-14
22828,9,"data_science",15,211000,2014-01-13,NA
651,6,"customer_service",21,88000,2013-05-06,2014-07-25
19969,7,"marketing",29,155000,2015-01-05,NA
15680,4,"data_science",3,44000,2012-02-15,NA
22436,1,"data_science",10,203000,2011-07-19,2012-06-29
21739,1,"engineer",10,230000,2014-02-24,NA
4581,1,"sales",13,147000,2014-09-15,NA
16561,6,"sales",19,194000,2012-07-23,2013-08-09
21827,4,"customer_service",17,123000,2011-08-08,2014-10-24
11950,1,"marketing",22,232000,2013-10-07,2014-10-16
1991,3,"customer_service",20,89000,2011-01-31,2014-06-20
16065,4,"sales",23,152000,2013-05-06,2014-03-14
4015,2,"engineer",17,254000,2013-05-28,2015-06-04
2670,1,"marketing",1,42000,2015-01-12,NA
7951,1,"customer_service",11,91000,2015-07-27,NA
12237,1,"design",9,117000,2011-08-29,2012-10-19
17489,3,"customer_service",10,67000,2011-11-28,2015-07-24
20275,9,"data_science",10,156000,2014-01-13,2015-03-06
22584,4,"data_science",2,67000,2013-10-28,NA
9356,3,"marketing",21,178000,2015-03-16,NA
7292,3,"design",7,101000,2011-08-08,2012-07-20
22628,10,"engineer",6,185000,2012-07-03,2015-09-11
15118,2,"customer_service",7,76000,2013-06-17,2015-08-28
24438,1,"marketing",4,51000,2014-06-16,NA
521,1,"sales",13,139000,2011-10-03,2013-08-23
2250,1,"customer_service",13,72000,2013-02-25,2014-01-31
20439,2,"sales",13,155000,2013-02-19,NA
8065,3,"engineer",11,187000,2011-07-11,2012-06-29
